,Customer,Age,City,Product,Limit,Company,Segment,Payment_Date,Payment_Amount,Payment_Month,Payment_Year,Product_Level,Segment_Govt,Segment_Normal Salary,Segment_Salaried_MNC,Segment_Salaried_Pvt,Segment_Self Employed
40,A3,34,COCHIN,Platimum,10000.0,C3,Salaried_Pvt,03-Feb-05,104406.96,2,2005,3,False,False,False,True,False
41,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,25-Jan-04,299143.09,1,2004,3,True,False,False,False,False
42,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,23-Feb-05,167988.37,2,2005,3,True,False,False,False,False
43,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,05-May-04,257762.74,5,2004,3,True,False,False,False,False
44,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,25-May-05,26925.53,5,2005,3,True,False,False,False,False
45,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,24-May-05,358341.19,5,2005,3,True,False,False,False,False
46,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,03-Oct-05,373214.8,10,2005,3,True,False,False,False,False
47,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,03-Dec-06,277825.13,12,2006,3,True,False,False,False,False
48,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,25-Mar-06,271095.26,3,2006,3,True,False,False,False,False
49,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,04-Apr-06,100644.99,4,2006,3,True,False,False,False,False
50,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,03-Jan-04,15557.49,1,2004,3,True,False,False,False,False
51,A4,47,BOMBAY,Platimum,10001.0,C4,Govt,04-Feb-06,357358.11,2,2006,3,True,False,False,False,False
52,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,12-Jan-04,185530.18,1,2004,3,False,True,False,False,False
53,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,03-Feb-05,165348.26,2,2005,3,False,True,False,False,False
54,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,06-May-06,31781.24,5,2006,3,False,True,False,False,False
55,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,05-May-04,8797.07,5,2004,3,False,True,False,False,False
56,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,25-May-05,326532.48,5,2005,3,False,True,False,False,False
57,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,03-Nov-05,81884.13,11,2005,3,False,True,False,False,False
58,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,12-Jan-04,213056.83,1,2004,3,False,True,False,False,False
59,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,31-Mar-06,175514.06,3,2006,3,False,True,False,False,False
60,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,12-Jan-04,333037.8,1,2004,3,False,True,False,False,False
61,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,15-Jan-04,156388.37,1,2004,3,False,True,False,False,False
62,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,25-Mar-06,175413.18,3,2006,3,False,True,False,False,False
63,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,27-Apr-05,7276.6,4,2005,3,False,True,False,False,False
64,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,20-Nov-05,478284.25,11,2005,3,False,True,False,False,False
65,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,03-Oct-05,106289.18,10,2005,3,False,True,False,False,False
66,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,25-Jan-04,129317.21,1,2004,3,False,True,False,False,False
67,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,29-Mar-06,365777.46,3,2006,3,False,True,False,False,False
68,A5,56,BANGALORE,Platimum,10002.0,C5,Normal Salary,25-Jan-04,100258.65,1,2004,3,False,True,False,False,False
69,A6,70,DELHI,Silver,100000.0,C6,Self Employed,03-Jan-04,478981.53,1,2004,1,False,False,False,False,True
70,A6,70,DELHI,Silver,100000.0,C6,Self Employed,04-Feb-06,387298.06,2,2006,1,False,False,False,False,True
71,A6,70,DELHI,Silver,100000.0,C6,Self Employed,07-May-05,218856.15,5,2005,1,False,False,False,False,True
72,A6,70,DELHI,Silver,100000.0,C6,Self Employed,06-May-06,54065.23,5,2006,1,False,False,False,False,True
73,A6,70,DELHI,Silver,100000.0,C6,Self Employed,26-May-05,119216.68,5,2005,1,False,False,False,False,True
74,A6,70,DELHI,Silver,100000.0,C6,Self Employed,03-Dec-05,27398.18,12,2005,1,False,False,False,False,True
75,A6,70,DELHI,Silver,100000.0,C6,Self Employed,03-Jan-04,192714.74,1,2004,1,False,False,False,False,True
76,A6,70,DELHI,Silver,100000.0,C6,Self Employed,23-Mar-06,197962.09,3,2006,1,False,False,False,False,True
77,A6,70,DELHI,Silver,100000.0,C6,Self Employed,03-Jan-04,385541.49,1,2004,1,False,False,False,False,True
78,A6,70,DELHI,Silver,100000.0,C6,Self Employed,12-Jan-04,187436.58,1,2004,1,False,False,False,False,True
79,A6,70,DELHI,Silver,100000.0,C6,Self Employed,31-Mar-06,236055.93,3,2006,1,False,False,False,False,True
80,A6,70,DELHI,Silver,100000.0,C6,Self Employed,05-May-04,48574.15,5,2004,1,False,False,False,False,True
81,A6,70,DELHI,Silver,100000.0,C6,Self Employed,21-Nov-06,53215.28,11,2006,1,False,False,False,False,True
82,A6,70,DELHI,Silver,100000.0,C6,Self Employed,03-Nov-05,339019.52,11,2005,1,False,False,False,False,True
83,A6,70,DELHI,Silver,100000.0,C6,Self Employed,17-Jan-05,192374.09,1,2005,1,False,False,False,False,True
84,A6,70,DELHI,Silver,100000.0,C6,Self Employed,30-Mar-06,255499.69,3,2006,1,False,False,False,False,True
85,A6,70,DELHI,Silver,100000.0,C6,Self Employed,12-Jan-04,377254.32,1,2004,1,False,False,False,False,True
86,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,15-Jan-04,192775.99,1,2004,1,False,False,True,False,False
87,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,25-Mar-06,94582.65,3,2006,1,False,False,True,False,False
88,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,08-May-06,85745.75,5,2006,1,False,False,True,False,False
89,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,07-May-05,67065.56,5,2005,1,False,False,True,False,False
90,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,27-May-05,401337.63,5,2005,1,False,False,True,False,False
91,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,03-Jan-06,94004.28,1,2006,1,False,False,True,False,False
92,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,15-Jan-04,441906.93,1,2004,1,False,False,True,False,False
93,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,24-Mar-06,86674.88,3,2006,1,False,False,True,False,False
94,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,15-Jan-04,158436.47,1,2004,1,False,False,True,False,False
95,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,03-Jan-04,110225.07,1,2004,1,False,False,True,False,False
96,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,23-Mar-06,47988.31,3,2006,1,False,False,True,False,False
97,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,06-May-06,400375.97,5,2006,1,False,False,True,False,False
98,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,22-Nov-05,55108.71,11,2005,1,False,False,True,False,False
99,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,03-Dec-05,429700.12,12,2005,1,False,False,True,False,False
100,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,23-Feb-05,344628.72,2,2005,1,False,False,True,False,False
101,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,31-Mar-06,336264.37,3,2006,1,False,False,True,False,False
102,A7,26,COCHIN,Silver,100001.0,C7,Salaried_MNC,03-Jan-04,473662.61,1,2004,1,False,False,True,False,False
103,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,05-Feb-04,156913.59,2,2004,1,False,False,False,True,False
104,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,12-Jan-04,350999.98,1,2004,1,False,False,False,True,False
105,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,31-Mar-06,155642.95,3,2006,1,False,False,False,True,False
106,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,09-May-05,145457.38,5,2005,1,False,False,False,True,False
107,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,08-May-06,361184.89,5,2006,1,False,False,False,True,False
108,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,28-May-05,355979.34,5,2005,1,False,False,False,True,False
109,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,03-Feb-06,490957.38,2,2006,1,False,False,False,True,False
110,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,25-Jan-04,103325.39,1,2004,1,False,False,False,True,False
111,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,25-Mar-06,31802.4,3,2006,1,False,False,False,True,False
112,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,25-Jan-04,475525.36,1,2004,1,False,False,False,True,False
113,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,15-Jan-04,168524.22,1,2004,1,False,False,False,True,False
114,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,19-Mar-04,371681.75,3,2004,1,False,False,False,True,False
115,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,07-May-05,470274.39,5,2005,1,False,False,False,True,False
116,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,23-Nov-04,453649.34,11,2004,1,False,False,False,True,False
117,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,03-Jan-06,375175.23,1,2006,1,False,False,False,True,False
118,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,01-Feb-05,190048.24,2,2005,1,False,False,False,True,False
119,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,01-Apr-06,127926.49,4,2006,1,False,False,False,True,False
120,A8,67,PATNA,Silver,100002.0,C8,Salaried_Pvt,15-Jan-04,493210.52,1,2004,1,False,False,False,True,False
121,A9,79,CHENNAI,Silver,100003.0,C9,Govt,28-Feb-05,417294.81,2,2005,1,True,False,False,False,False
122,A9,79,CHENNAI,Silver,100003.0,C9,Govt,03-Jan-04,40869.43,1,2004,1,True,False,False,False,False
123,A9,79,CHENNAI,Silver,100003.0,C9,Govt,23-Mar-06,102190.34,3,2006,1,True,False,False,False,False
124,A9,79,CHENNAI,Silver,100003.0,C9,Govt,10-May-06,170988.06,5,2006,1,True,False,False,False,False
125,A9,79,CHENNAI,Silver,100003.0,C9,Govt,09-May-05,136969.63,5,2005,1,True,False,False,False,False
126,A9,79,CHENNAI,Silver,100003.0,C9,Govt,29-May-05,203517.42,5,2005,1,True,False,False,False,False
127,A9,79,CHENNAI,Silver,100003.0,C9,Govt,03-Mar-06,274545.23,3,2006,1,True,False,False,False,False
128,A9,79,CHENNAI,Silver,100003.0,C9,Govt,17-Jan-05,429340.01,1,2005,1,True,False,False,False,False
129,A9,79,CHENNAI,Silver,100003.0,C9,Govt,26-Mar-06,299793.75,3,2006,1,True,False,False,False,False
130,A9,79,CHENNAI,Silver,100003.0,C9,Govt,12-Jan-04,39314.91,1,2004,1,True,False,False,False,False
131,A9,79,CHENNAI,Silver,100003.0,C9,Govt,25-Jan-04,184923.45,1,2004,1,True,False,False,False,False
132,A9,79,CHENNAI,Silver,100003.0,C9,Govt,05-Mar-06,309755.6,3,2006,1,True,False,False,False,False
133,A9,79,CHENNAI,Silver,100003.0,C9,Govt,08-May-06,87585.98,5,2006,1,True,False,False,False,False
134,A9,79,CHENNAI,Silver,100003.0,C9,Govt,24-May-05,143557.98,5,2005,1,True,False,False,False,False
135,A9,79,CHENNAI,Silver,100003.0,C9,Govt,03-Feb-06,66920.41,2,2006,1,True,False,False,False,False
136,A9,79,CHENNAI,Silver,100003.0,C9,Govt,05-Feb-04,492608.93,2,2004,1,True,False,False,False,False
137,A9,79,CHENNAI,Silver,100003.0,C9,Govt,02-Apr-06,43323.9,4,2006,1,True,False,False,False,False
138,A9,79,CHENNAI,Silver,100003.0,C9,Govt,12-Jan-04,443277.34,1,2004,1,True,False,False,False,False
139,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,16-Feb-05,48759.19,2,2005,2,False,True,False,False,False
140,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,15-Jan-04,397059.17,1,2004,2,False,True,False,False,False
141,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,19-Mar-04,11900.61,3,2004,2,False,True,False,False,False
142,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,11-Jul-06,358194.65,7,2006,2,False,True,False,False,False
143,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,10-May-06,14301.86,5,2006,2,False,True,False,False,False
144,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,30-May-05,192550.99,5,2005,2,False,True,False,False,False
145,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,03-Apr-06,18330.89,4,2006,2,False,True,False,False,False
146,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,23-Feb-05,179019.64,2,2005,2,False,True,False,False,False
147,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,27-Mar-06,458643.68,3,2006,2,False,True,False,False,False
148,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,03-Jan-04,307678.72,1,2004,2,False,True,False,False,False
149,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,17-Jan-05,211299.62,1,2005,2,False,True,False,False,False
150,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,04-Apr-05,3121.88,4,2005,2,False,True,False,False,False
151,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,09-May-05,26944.61,5,2005,2,False,True,False,False,False
152,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,25-May-05,160893.32,5,2005,2,False,True,False,False,False
153,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,03-Mar-06,249847.34,3,2006,2,False,True,False,False,False
154,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,28-Feb-05,424254.68,2,2005,2,False,True,False,False,False
155,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,03-Apr-06,457294.64,4,2006,2,False,True,False,False,False
156,A10,54,CALCUTTA,Gold,500000.0,C10,Normal Salary,03-Jan-04,175552.03,1,2004,2,False,True,False,False,False
157,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,23-Feb-05,208317.94,2,2005,2,False,True,False,False,False
158,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,25-Jan-04,458474.93,1,2004,2,False,True,False,False,False
159,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,05-Mar-06,149947.54,3,2006,2,False,True,False,False,False
160,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,12-Aug-05,332677.61,8,2005,2,False,True,False,False,False
161,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,11-Jul-06,128484.37,7,2006,2,False,True,False,False,False
162,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,31-May-05,354172.42,5,2005,2,False,True,False,False,False
163,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,03-May-06,379240.77,5,2006,2,False,True,False,False,False
164,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,01-Feb-05,92573.47,2,2005,2,False,True,False,False,False
165,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,28-Mar-06,358690.48,3,2006,2,False,True,False,False,False
166,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,15-Jan-04,69513.3,1,2004,2,False,True,False,False,False
167,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,23-Feb-05,442370.14,2,2005,2,False,True,False,False,False
168,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,30-Apr-06,116375.65,4,2006,2,False,True,False,False,False
169,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,10-May-06,332077.52,5,2006,2,False,True,False,False,False
170,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,26-May-05,288831.59,5,2005,2,False,True,False,False,False
171,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,03-Apr-06,342159.77,4,2006,2,False,True,False,False,False
172,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,16-Feb-05,326527.71,2,2005,2,False,True,False,False,False
173,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,04-Apr-06,499930.66,4,2006,2,False,True,False,False,False
174,A11,35,COCHIN,Gold,500000.0,C11,Normal Salary,15-Jan-04,430568.16,1,2004,2,False,True,False,False,False
175,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,03-Feb-05,150281.43,2,2005,2,False,False,False,False,True
176,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,17-Jan-05,13379.96,1,2005,2,False,False,False,False,True
177,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,04-Apr-05,171574.18,4,2005,2,False,False,False,False,True
178,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,13-Sep-04,289407.01,9,2004,2,False,False,False,False,True
179,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,12-Aug-05,120471.17,8,2005,2,False,False,False,False,True
180,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,01-Jun-05,450664.18,6,2005,2,False,False,False,False,True
181,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,03-Jun-06,75561.64,6,2006,2,False,False,False,False,True
182,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,05-Feb-04,412914.78,2,2004,2,False,False,False,False,True
183,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,29-Mar-06,239672.94,3,2006,2,False,False,False,False,True
184,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,25-Jan-04,219352.84,1,2004,2,False,False,False,False,True
185,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,01-Feb-05,400450.57,2,2005,2,False,False,False,False,True
186,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,25-Apr-04,429751.89,4,2004,2,False,False,False,False,True
187,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,11-Jul-06,344969.11,7,2006,2,False,False,False,False,True
188,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,27-May-05,198563.01,5,2005,2,False,False,False,False,True
189,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,03-May-06,475049.52,5,2006,2,False,False,False,False,True
190,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,23-Feb-05,458617.08,2,2005,2,False,False,False,False,True
191,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,12-Jan-04,366694.13,1,2004,2,False,False,False,False,True
192,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,25-Jan-04,330807.79,1,2004,2,False,False,False,False,True
193,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,31-Mar-06,393141.72,3,2006,2,False,False,False,False,True
194,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,06-May-06,16888.1,5,2006,2,False,False,False,False,True
195,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,31-May-05,294136.82,5,2005,2,False,False,False,False,True
196,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,03-Oct-06,347528.59,10,2006,2,False,False,False,False,True
197,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,24-Mar-06,98470.42,3,2006,2,False,False,False,False,True
198,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,25-Jan-04,204117.58,1,2004,2,False,False,False,False,True
199,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,03-Feb-05,59062.67,2,2005,2,False,False,False,False,True
200,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,11-Jul-06,358958.58,7,2006,2,False,False,False,False,True
201,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,28-May-05,63596.17,5,2005,2,False,False,False,False,True
202,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,03-Jul-06,498001.25,7,2006,2,False,False,False,False,True
203,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,25-Mar-06,269849.09,3,2006,2,False,False,False,False,True
204,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,12-Jan-04,86034.88,1,2004,2,False,False,False,False,True
205,A12,51,BOMBAY,Gold,500000.0,C12,Self Employed,28-Feb-05,496791.06,2,2005,2,False,False,False,False,True
206,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,04-Feb-06,339078.03,2,2006,2,False,False,True,False,False
207,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,23-Feb-05,462058.63,2,2005,2,False,False,True,False,False
208,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,30-Apr-06,160898.98,4,2006,2,False,False,True,False,False
209,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,20-Nov-05,137903.91,11,2005,2,False,False,True,False,False
210,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,13-Sep-04,439840.91,9,2004,2,False,False,True,False,False
211,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,02-Jun-05,210782.51,6,2005,2,False,False,True,False,False
212,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,03-Jul-06,424603.55,7,2006,2,False,False,True,False,False
213,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,28-Feb-05,464781.64,2,2005,2,False,False,True,False,False
214,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,30-Mar-06,113956.32,3,2006,2,False,False,True,False,False
215,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,12-Jan-04,465305.81,1,2004,2,False,False,True,False,False
216,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,05-Feb-04,269503.29,2,2004,2,False,False,True,False,False
217,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,19-Apr-06,333493.42,4,2006,2,False,False,True,False,False
218,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,12-Aug-05,444905.55,8,2005,2,False,False,True,False,False
219,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,28-May-05,309835.5,5,2005,2,False,False,True,False,False
220,A13,29,BANGALORE,Gold,500000.0,C13,Salaried_MNC,03-Jun-06,186555.52,6,2006,2,False,False,True,False,False
